0,1,2,3,4,5
0.41654352736577077,0.16870409386656401,0.07268011878997788,0.017097389437165333,0.01687719697052814,0.016727829411577806
0.4266916393449374,0.1623324369484775,0.11870123542998932,0.0846475861458511,0.06735741188610249,0.021395335474305558
0.42444469788443395,0.1042366287530103,0.09438314768603051,0.06834642886842923,0.05160496212340485,0.02812454131402316
0.40975031447514576,0.15183359923138803,0.0724093010533888,0.015271249970175952,0.01832432189378974,0.013642581491552112
0.42113404928417353,0.16237138672371698,0.06991364115844646,0.0242328759013887,0.015826047918760418,0.01505306506169703
0.4156909849124288,0.1731401200138294,0.09276774452694281,0.041322900808206525,0.03865977255281909,0.0364932258981869
0.42226269104849645,0.14097829784741964,0.04980915505808765,0.042628584136295826,0.03768169956791293,0.033872180499886245
0.4415143237389262,0.23432398423440795,0.013977062731651368,0.014272599149538562,0.012864890594839161,0.011650801809897327
0.45220497044031505,0.13401793449486557,0.10356752257328149,0.01189584922684602,0.010611326980219715,0.00983959188256628
0.4220798398928975,0.11491562010690728,0.12032261579264034,0.0478431719146839,0.012860186098250688,0.017662523176807214
0.41458031461077943,0.13380822761591868,0.07752814460884186,0.05691071622393103,0.03677628394083404,0.03407271268005101
0.3984850895945034,0.14621504849727984,0.0379846272682238,0.014857208339324086,0.010995247756522318,0.01057266519514912
0.432765018861539,0.18945915784159267,0.11318282516176753,0.1085882374030495,0.10823901048547038,0.10295152377704596
0.41767450033397824,0.07842536546717158,0.07605206972112008,0.06836650658452986,0.041657778704259296,0.03220570508584993
0.4331845507897074,0.20992726034269846,0.0608535163404877,0.034727792598055314,0.033501157262803505,0.022346215346831528
0.4202467507001892,0.173097584735322,0.049395381223335484,0.035926159450506756,0.0364367606551341,0.029219272218453378
0.43204137079024996,0.113406416219162,0.057444467457236865,0.026738356734111804,0.02204152452811159,0.023479527440652726
0.4333156492190694,0.3342316235981468,0.08963328620827077,0.04914196513964715,0.024872283222141082,0.02109614358941491
0.4213326678551371,0.16275282312989794,0.05825195816853256,0.04271833439481652,0.028109915675418085,0.035033880353385324
0.43546925775314055,0.13702380970925893,0.09836042493371831,0.032212860130086354,0.034390248296061285,0.030816959352710734
0.43817235223556245,0.086710313662813,0.07285945338724707,0.043424912647947005,0.024835728652891076,0.01927024815031857
0.41319320591394787,0.05607706622014026,0.019181319399284774,0.013244461677342518,0.01122255515070211,0.009535167445067055
0.4008283309682013,0.11571114922058412,0.054383349291695735,0.02809268531947635,0.0207117953988666,0.01963070579773206
0.39895179661219005,0.1709369943089606,0.08704004650362783,0.041614683766530255,0.030107361343401175,0.02448555205640509
0.4122819171227152,0.1422669810310407,0.10308751648144286,0.06215214294769335,0.04673351006572395,0.028730325774818835
0.4421280237579149,0.100115444067409,0.03812387370544396,0.01903248769830655,0.013440587740579612,0.010027240951171749
0.43296876608104856,0.1485690760667283,0.12744777532427248,0.03343288428501315,0.025093019341633088,0.016824180390994065
0.42764022739832286,0.1327197147033685,0.08275618201106176,0.02743575235439478,0.021679115690362284,0.0197913154072254
0.4140301928795512,0.21784933173769944,0.09584540766454491,0.05872995388932592,0.05733539951490044,0.049886044806922096
0.41478274787900865,0.14326100384276438,0.05868793683250395,0.04801273757670151,0.02432113402268535,0.025780062473511927
0.4228796589914761,0.15131394980795146,0.07555437021643654,0.040430649157312364,0.03117227446783762,0.025673904143807044
train
0.016727829411577806,0.021395335474305558,0.02812454131402316,0.013642581491552112,0.01505306506169703,0.0364932258981869,0.033872180499886245,0.011650801809897327,0.00983959188256628,0.017662523176807214,0.03407271268005101,0.01057266519514912,0.10295152377704596,0.03220570508584993,0.022346215346831528,0.029219272218453378,0.023479527440652726,0.02109614358941491,0.035033880353385324,0.030816959352710734,0.01927024815031857,0.009535167445067055,0.01963070579773206,0.02448555205640509,0.028730325774818835,0.010027240951171749,0.016824180390994065,0.0197913154072254,0.049886044806922096,0.025780062473511927
average train
0.02567390414380704
test
0.02979968961902952,0.013810982186290828,0.05335477683767089,0.017284157728700823,0.04144947340766125,0.051025055520243646,0.03848401174107005,0.013347915588753393,0.020957953567577403,0.02354162996332319,0.0394508742163737,0.014390126129470205,0.15568360995868658,0.05927144842623622,0.03116605768539354,0.016277796509174,0.012944311109170792,0.022049884133204245,0.057254656169561,0.018221157469437078,0.03238397730935585,0.03726277864243271,0.006516196480122062,0.04611591605057963,0.06632341498448138,0.019142906439944672,0.03727192730363241,0.03703091516494974,0.16747340455321932,0.02925701333088633
average test
0.04028480060755441
